relative path,emotion,actor,gender,mfcc_mean,mfcc_var,mfcc_max,mfcc_min,mfcc_range,pitch_mean,pitch_var,pitch_max,pitch_min,pitch_range,energy_mean,energy_var,energy_max,energy_min,energy_range,zcr_mean,zcr_var,zcr_max,zcr_min,zcr_range,context_speaker_id
audio_speech/Actor_22/03-01-03-02-01-01-22.wav,happy,22,female,"[-580.0639038085938, 56.568851470947266, -10.949283599853516, -1.7821084260940552, -5.78784704208374, 2.6474862098693848, -9.74892520904541, -8.337904930114746, -6.840606212615967, -8.003183364868164, -9.663500785827637, -1.924006700515747]","[18970.8671875, 4051.163818359375, 714.8483276367188, 452.4460144042969, 415.44659423828125, 164.72482299804688, 286.04095458984375, 200.0161895751953, 140.08592224121094, 109.99878692626953, 233.63780212402344, 82.56092071533203]","[-300.9485168457031, 197.039306640625, 69.41957092285156, 85.5914077758789, 38.151737213134766, 39.63325881958008, 21.404836654663086, 28.562225341796875, 18.97071075439453, 8.022972106933594, 15.658742904663086, 24.427581787109375]","[-708.2462158203125, -41.837440490722656, -83.76152038574219, -55.351348876953125, -74.92031860351562, -44.670860290527344, -69.30563354492188, -50.65455627441406, -46.27735137939453, -44.84413146972656, -63.766571044921875, -34.36058044433594]","[407.2976989746094, 238.87673950195312, 153.18109130859375, 140.9427490234375, 113.07205200195312, 84.30412292480469, 90.7104721069336, 79.21678161621094, 65.24806213378906, 52.867103576660156, 79.4253158569336, 58.78816223144531]",1836.47412109375,1196148.625,3969.43310546875,125.89309692382812,3843.5400390625,0.631507396697998,2.714190721511841,17.317398071289062,0.0,17.317398071289062,0.0676637700534759,0.0036028811654806,0.4166666666666667,0.0,0.4166666666666667,22
audio_speech/Actor_10/03-01-03-02-02-01-10.wav,happy,10,female,"[-449.71807861328125, 49.451663970947266, -19.998098373413086, 0.5576096773147583, -4.990189552307129, 1.160112738609314, -16.253108978271484, -5.927226543426514, -9.382035255432129, -13.403676986694336, -9.668149948120117, -2.2954471111297607]","[19316.970703125, 3143.493408203125, 513.1710205078125, 392.6180725097656, 233.88336181640625, 147.06936645507812, 446.94317626953125, 109.74166870117188, 178.41818237304688, 235.14544677734375, 163.40911865234375, 88.38803100585938]","[-200.04774475097656, 176.3009033203125, 35.2938346862793, 68.83727264404297, 28.290386199951172, 41.11307907104492, 14.103416442871094, 25.476282119750977, 27.54322624206543, 29.108219146728516, 12.871902465820312, 24.66999626159668]","[-595.233642578125, -63.41122817993164, -74.18671417236328, -56.040321350097656, -60.81507110595703, -31.612049102783203, -77.00369262695312, -41.16819763183594, -51.1707649230957, -54.5069580078125, -55.412078857421875, -34.31768798828125]","[395.1859130859375, 239.71212768554688, 109.48054504394531, 124.87759399414062, 89.10545349121094, 72.72512817382812, 91.10710906982422, 66.64447784423828, 78.7139892578125, 83.61517333984375, 68.28398132324219, 58.98768615722656]",1936.6348876953125,1255425.375,3971.319091796875,127.46973419189452,3843.849365234375,14.575529098510742,1319.955078125,223.3339080810547,5.597248673439026e-07,223.3339080810547,0.130550913547237,0.0087689409841995,0.4302083333333333,0.0166666666666666,0.4135416666666667,10
audio_song/Actor_21/03-02-03-02-01-01-21.wav,happy,21,male,"[-573.5330200195312, 108.85990142822266, -4.848460674285889, 4.453173637390137, 3.653536558151245, 8.1927490234375, -12.679768562316895, -10.186720848083496, -4.216071128845215, -4.066210746765137, -16.970502853393555, -8.751421928405762]","[25843.31640625, 8925.4853515625, 409.56842041015625, 507.2085266113281, 149.137939453125, 259.2633361816406, 350.76947021484375, 256.1428527832031, 162.29615783691406, 70.97289276123047, 342.8619689941406, 143.94088745117188]","[-348.93768310546875, 249.52374267578125, 55.961727142333984, 104.9832763671875, 48.2112922668457, 70.9456787109375, 22.859310150146484, 21.7034912109375, 23.22008514404297, 26.268497467041016, 13.057043075561523, 21.136545181274414]","[-761.3011474609375, -13.082839965820312, -69.56816101074219, -46.751800537109375, -28.794998168945312, -24.51409149169922, -61.03529357910156, -61.758724212646484, -39.31230163574219, -30.523441314697266, -63.26582336425781, -49.891624450683594]","[412.36346435546875, 262.6065673828125, 125.52989196777344, 151.73507690429688, 77.00628662109375, 95.45977020263672, 83.89460754394531, 83.46221923828125, 62.532386779785156, 56.79193878173828, 76.32286834716797, 71.02816772460938]",1659.9952392578125,1270011.375,3973.625244140625,126.22447204589844,3847.40087890625,1.4969571828842163,4.313143253326416,8.287031173706055,0.0,8.287031173706055,0.0501209077380952,0.0020247927814924,0.265625,0.0,0.265625,21
audio_song/Actor_20/03-02-03-02-01-02-20.wav,happy,20,female,"[-510.577392578125, 50.55271530151367, -31.047414779663086, 3.5769007205963135, -10.407516479492188, -5.678043842315674, -17.496118545532227, -2.726930856704712, -8.530264854431152, -12.431008338928223, -0.6976431012153625, -4.245482921600342]","[25066.693359375, 2984.941162109375, 1649.244384765625, 412.57244873046875, 509.62091064453125, 154.2142791748047, 445.1659851074219, 184.50599670410156, 135.6157684326172, 212.67327880859375, 98.9662857055664, 125.85289764404297]","[-251.9672088623047, 147.85830688476562, 65.71304321289062, 89.3603286743164, 36.92633056640625, 44.09085464477539, 10.741442680358887, 45.41381072998047, 13.570290565490723, 10.918848991394043, 42.44544982910156, 22.929363250732422]","[-668.6691284179688, -72.31298828125, -132.01217651367188, -50.981773376464844, -74.43929290771484, -42.37806701660156, -86.42730712890625, -40.89257049560547, -47.56012725830078, -53.81324005126953, -31.855602264404297, -43.19478225708008]","[416.701904296875, 220.17129516601562, 197.7252197265625, 140.34210205078125, 111.3656234741211, 86.46891784667969, 97.16874694824219, 86.30638122558594, 61.13041687011719, 64.73208618164062, 74.30105590820312, 66.1241455078125]",1923.2034912109375,1202035.25,3974.839111328125,126.10659790039062,3848.732421875,3.7318875789642334,54.069332122802734,43.62339401245117,0.0,43.62339401245117,0.056590821812596,0.0035620868214828,0.3864583333333333,0.0,0.3864583333333333,20
audio_song/Actor_12/03-02-03-01-02-01-12.wav,happy,12,female,"[-602.8505249023438, 72.1942138671875, -23.19588279724121, -1.943503499031067, -7.919606685638428, -0.6409720778465271, -19.74412727355957, -4.818450450897217, -7.230441570281982, -17.594379425048828, -10.802947044372559, 1.9780036211013794]","[21943.841796875, 4531.02392578125, 1015.0244750976562, 314.8716125488281, 443.35101318359375, 225.75535583496094, 432.7097473144531, 127.87218475341797, 158.52374267578125, 278.5122985839844, 179.65696716308594, 81.06380462646484]","[-376.5292663574219, 181.81248474121094, 59.985633850097656, 67.73507690429688, 42.218929290771484, 51.44441604614258, 7.182087421417236, 24.078506469726562, 21.33820152282715, 4.281749725341797, 13.17324447631836, 27.686935424804688]","[-771.8892211914062, -69.93714904785156, -93.49368286132812, -58.64982604980469, -60.406578063964844, -42.8355598449707, -85.1468505859375, -47.81006622314453, -48.48600387573242, -67.07379150390625, -57.34591293334961, -35.53776550292969]","[395.3599548339844, 251.7496337890625, 153.47930908203125, 126.38490295410156, 102.62550354003906, 94.27997589111328, 92.32894134521484, 71.8885726928711, 69.82420349121094, 71.35554504394531, 70.51915740966797, 63.224700927734375]",1854.5362548828125,1186723.0,3974.476806640625,125.75904846191406,3848.7177734375,0.8214577436447144,1.8188719749450684,5.546568393707275,0.0,5.546568393707275,0.0731584417932031,0.0057160897318513,0.4645833333333333,0.0,0.4645833333333333,12
audio_song/Actor_17/03-02-03-02-02-01-17.wav,happy,17,male,"[-536.5784912109375, 94.06477355957031, -9.067002296447754, 11.656722068786621, 1.7549090385437012, 10.182708740234375, -5.7582831382751465, 0.14870411157608032, -2.688920497894287, -7.533738136291504, -8.076054573059082, -3.055887222290039]","[27527.30078125, 7188.8759765625, 603.1131591796875, 559.3945922851562, 236.52658081054688, 245.92623901367188, 465.4790344238281, 138.12078857421875, 115.91280364990234, 152.39906311035156, 185.8162841796875, 141.42965698242188]","[-265.92108154296875, 225.10784912109375, 50.73563003540039, 106.90806579589844, 48.963111877441406, 47.707889556884766, 32.902793884277344, 41.820823669433594, 26.02825927734375, 28.051403045654297, 19.229373931884766, 24.095827102661133]","[-717.8285522460938, -18.28047752380371, -79.87571716308594, -28.094505310058594, -51.51226043701172, -32.02552795410156, -67.71278381347656, -37.874053955078125, -36.72658920288086, -50.08220672607422, -47.472557067871094, -33.92402648925781]","[451.907470703125, 243.38832092285156, 130.61134338378906, 135.0025634765625, 100.47537231445312, 79.73341369628906, 100.6155776977539, 79.69487762451172, 62.75484848022461, 78.13360595703125, 66.70193481445312, 58.01985168457031]",1524.299560546875,1238094.5,3974.5673828125,126.36990356445312,3848.197509765625,2.422238349914551,16.086593627929688,20.710731506347656,3.6228448152542114e-07,20.710731506347656,0.0533246007984032,0.003156615598643,0.3447916666666666,0.0,0.3447916666666666,17
audio_song/Actor_08/03-02-03-02-01-02-08.wav,happy,8,female,"[-602.3365478515625, 60.63259506225586, -18.24897575378418, 3.148101568222046, 7.6272077560424805, 1.8102688789367676, -15.921635627746582, 3.491722583770752, -0.6616228818893433, -8.22744083404541, 0.16364899277687073, -2.1380391120910645]","[17322.556640625, 3587.228759765625, 1130.000732421875, 345.7540283203125, 270.4071960449219, 245.94851684570312, 559.39697265625, 177.20655822753906, 84.60026550292969, 305.6491394042969, 100.54301452636719, 113.60992431640625]","[-373.37408447265625, 183.21615600585938, 49.568115234375, 65.17250061035156, 72.02088928222656, 69.58065795898438, 33.201988220214844, 61.88529968261719, 21.038541793823242, 20.633787155151367, 26.496692657470703, 24.715192794799805]","[-731.1638793945312, -16.601116180419922, -106.03068542480469, -48.80376052856445, -44.75993728637695, -42.71086120605469, -78.86063385009766, -27.87061309814453, -47.86880111694336, -63.1201171875, -32.21695327758789, -32.50012969970703]","[357.789794921875, 199.81727600097656, 155.5988006591797, 113.97625732421875, 116.78082275390625, 112.29151916503906, 112.0626220703125, 89.75591278076172, 68.90734100341797, 83.75390625, 58.713645935058594, 57.21532440185547]",1841.4217529296875,1282285.875,3967.044677734375,135.47720336914062,3831.5673828125,0.762347936630249,3.2685227394104004,10.715217590332031,1.2852251529693606e-07,10.715217590332031,0.0560282705099778,0.0031198021694897,0.396875,0.0,0.396875,8
audio_song/Actor_10/03-02-03-01-01-01-10.wav,happy,10,female,"[-494.2136535644531, 77.88595581054688, -26.21575927734375, 0.4807886481285095, 5.8724446296691895, -1.2533650398254395, -26.493144989013672, -2.0887510776519775, -6.537923336029053, -23.40952491760254, -11.28095817565918, -3.8516147136688232]","[17445.0, 4332.39892578125, 625.5741577148438, 355.7559509277344, 219.97640991210938, 326.24676513671875, 605.2789916992188, 142.6480255126953, 169.33934020996094, 341.48052978515625, 159.18017578125, 96.26070404052734]","[-297.5617370605469, 183.47259521484375, 30.856914520263672, 81.62828063964844, 49.014862060546875, 48.88467788696289, 10.928407669067383, 29.700841903686523, 24.107423782348633, 11.316595077514648, 11.9653959274292, 22.792518615722656]","[-664.5783081054688, -44.11676788330078, -86.67857360839844, -38.84281921386719, -44.36227035522461, -63.573944091796875, -82.659423828125, -42.933433532714844, -48.540809631347656, -68.56080627441406, -50.42890167236328, -37.746238708496094]","[367.0165710449219, 227.58935546875, 117.53549194335938, 120.47109985351562, 93.37713623046875, 112.4586181640625, 93.58782958984375, 72.63427734375, 72.64823150634766, 79.87740325927734, 62.3942985534668, 60.53875732421875]",2032.5830078125,1288696.875,3972.880859375,127.27954864501952,3845.601318359375,3.959970235824585,44.67179870605469,43.332763671875,5.243346095085144e-07,43.332763671875,0.0909857328145265,0.0051500907700207,0.334375,0.009375,0.3249999999999999,10
audio_speech/Actor_06/03-01-03-02-02-02-06.wav,happy,6,female,"[-530.1237182617188, 53.30479049682617, -30.88016128540039, -10.032693862915039, -0.3961085379123688, 4.180901527404785, -18.49004554748535, -12.102555274963379, -7.513412952423096, -8.151970863342285, -4.575306415557861, 3.126795530319214]","[15881.6416015625, 2516.56640625, 1330.453125, 583.0462646484375, 437.7517395019531, 140.89797973632812, 457.5348815917969, 189.3367156982422, 212.32357788085938, 218.92747497558594, 146.732177734375, 78.16766357421875]","[-283.45843505859375, 163.22412109375, 33.0871696472168, 62.8348388671875, 37.751251220703125, 45.98116683959961, 11.903393745422363, 18.574134826660156, 34.37944412231445, 21.123943328857422, 24.18014907836914, 26.777053833007812]","[-677.612060546875, -84.80691528320312, -125.01536560058594, -84.297607421875, -59.36109161376953, -31.764266967773438, -92.57088470458984, -45.01753616333008, -51.22285461425781, -53.41926574707031, -36.76824951171875, -22.566680908203125]","[394.15362548828125, 248.03103637695312, 158.1025390625, 147.1324462890625, 97.11234283447266, 77.74543762207031, 104.47428131103516, 63.591670989990234, 85.602294921875, 74.543212890625, 60.94839859008789, 49.34373474121094]",1915.840576171875,1173100.875,3970.54296875,135.27615356445312,3835.266845703125,2.2687389850616455,22.820388793945312,27.10965347290039,8.950009942054749e-07,27.10965347290039,0.0910809095106186,0.0077379122892543,0.484375,0.0,0.484375,6
audio_speech/Actor_20/03-01-03-01-02-02-20.wav,happy,20,female,"[-771.300048828125, 56.04547882080078, -12.417215347290039, 8.108770370483398, -6.054747104644775, 4.2673726081848145, -11.316072463989258, -1.3370811939239502, -9.415093421936035, -11.041884422302246, -3.013885498046875, -6.153650283813477]","[29842.158203125, 5594.375, 731.6092529296875, 387.1747741699219, 323.95501708984375, 194.30677795410156, 296.31439208984375, 68.84695434570312, 182.8600616455078, 234.31336975097656, 67.60108947753906, 117.12229919433594]","[-472.9577941894531, 219.32818603515625, 33.77435302734375, 78.4773941040039, 39.905029296875, 58.23052978515625, 13.987021446228027, 26.68856430053711, 8.718368530273438, 7.94252872467041, 23.211645126342773, 13.355839729309082]","[-927.65087890625, -102.51297760009766, -106.44612121582031, -30.77816390991211, -76.61260986328125, -36.17759704589844, -66.69271850585938, -30.635467529296875, -55.165367126464844, -63.439117431640625, -31.294937133789062, -44.24342727661133]","[454.6930847167969, 321.8411560058594, 140.22047424316406, 109.25555419921875, 116.51763916015625, 94.40812683105469, 80.67974090576172, 57.324031829833984, 63.88373565673828, 71.38164520263672, 54.50658416748047, 57.599266052246094]",1813.6070556640625,1250048.125,3975.0,129.1510467529297,3845.848876953125,0.0331615395843982,0.003808232024312,0.4202982783317566,0.0,0.4202982783317566,0.0632728494623656,0.0084921394206765,0.4479166666666667,0.0,0.4479166666666667,20
