relative path,emotion,actor,gender,mfcc_mean,mfcc_var,mfcc_max,mfcc_min,mfcc_range,pitch_mean,pitch_var,pitch_max,pitch_min,pitch_range,energy_mean,energy_var,energy_max,energy_min,energy_range,zcr_mean,zcr_var,zcr_max,zcr_min,zcr_range
audio_song/Actor_01/03-02-01-01-01-01-01.wav,neutral,1,male,"[-687.9800415039062, 93.09981536865234, -7.929545879364014, 13.203176498413086, 2.3036484718322754, 9.332063674926758, -6.804523468017578, -2.7866313457489014, -7.984469413757324, -6.236825466156006, -14.163506507873535, -8.825379371643066]","[32004.3828125, 8140.3193359375, 563.2724609375, 518.65869140625, 223.5717010498047, 312.3300476074219, 186.81398010253906, 81.51668548583984, 135.89723205566406, 104.2141342163086, 282.2030944824219, 143.97860717773438]","[-399.8077697753906, 234.75961303710938, 54.3004035949707, 123.80113220214844, 59.534996032714844, 62.84426498413086, 29.177684783935547, 26.113868713378906, 15.550285339355469, 13.389704704284668, 16.52505111694336, 18.824748992919922]","[-874.51904296875, -19.659278869628906, -75.09981536865234, -26.127159118652344, -37.14646911621094, -29.983474731445312, -62.89065170288086, -36.26130294799805, -45.077903747558594, -35.66640853881836, -57.329429626464844, -49.85688781738281]","[474.7112731933594, 254.41888427734375, 129.4002227783203, 149.92828369140625, 96.68146514892578, 92.82774353027344, 92.0683364868164, 62.37517166137695, 60.62818908691406, 49.056114196777344, 73.85447692871094, 68.681640625]",1686.9132080078125,1301066.5,3968.14599609375,125.69970703125,3842.4462890625,0.1485636979341507,0.047496166080236435,0.942392885684967,0.0,0.942392885684967,0.028886595911949687,0.001544308066203065,0.25833333333333336,0.0,0.25833333333333336
audio_song/Actor_01/03-02-01-01-01-02-01.wav,neutral,1,male,"[-669.3464965820312, 92.55003356933594, -8.951961517333984, 13.669927597045898, 2.213047742843628, 10.3987455368042, -8.340021133422852, -3.3107869625091553, -7.474878787994385, -5.762392044067383, -12.983367919921875, -4.336931228637695]","[33601.5859375, 7938.3544921875, 576.2350463867188, 535.9826049804688, 201.08604431152344, 310.9433288574219, 206.85842895507812, 95.0600357055664, 161.8243408203125, 83.81575775146484, 268.482177734375, 133.1017303466797]","[-395.6155700683594, 228.931884765625, 53.54920196533203, 119.7302474975586, 50.70066833496094, 60.03565216064453, 27.934654235839844, 26.93992042541504, 15.360342025756836, 13.701580047607422, 13.41201400756836, 22.05345344543457]","[-862.7051391601562, -18.154342651367188, -68.69331359863281, -29.270057678222656, -36.13872146606445, -33.67039489746094, -56.16917419433594, -42.57447814941406, -43.91532897949219, -39.246559143066406, -55.698707580566406, -52.69562530517578]","[467.0895690917969, 247.0862274169922, 122.24251556396484, 149.00030517578125, 86.83938598632812, 93.70604705810547, 84.10382843017578, 69.51439666748047, 59.275672912597656, 52.94813919067383, 69.1107177734375, 74.74907684326172]",1642.1895751953125,1318235.375,3967.765380859375,127.2182388305664,3840.547119140625,0.22691196203231812,0.12747931480407715,1.7771565914154053,0.0,1.7771565914154053,0.02794976635514019,0.0018941456139121805,0.3020833333333333,0.0,0.3020833333333333
audio_song/Actor_01/03-02-01-01-02-01-01.wav,neutral,1,male,"[-678.88232421875, 88.02294158935547, -7.188699245452881, 17.09261131286621, 4.837168216705322, 7.841010093688965, -5.827990531921387, -1.909698247909546, -7.358713626861572, -6.517606258392334, -11.72683334350586, -7.139430999755859]","[30095.287109375, 8236.111328125, 670.4164428710938, 727.5086059570312, 140.72030639648438, 203.72129821777344, 162.70323181152344, 134.5878448486328, 182.70542907714844, 82.79010009765625, 215.46212768554688, 106.83057403564453]","[-404.0638732910156, 235.3543701171875, 55.22888946533203, 116.2847900390625, 46.19246292114258, 49.322235107421875, 20.102825164794922, 38.998390197753906, 19.1456298828125, 11.804391860961914, 11.40528392791748, 14.39436149597168]","[-855.9702758789062, -34.04874801635742, -72.732177734375, -20.79485511779785, -32.69165802001953, -30.678211212158203, -47.805023193359375, -48.2606201171875, -58.20772171020508, -33.40800094604492, -52.57154846191406, -50.073890686035156]","[451.9064025878906, 269.4031066894531, 127.96106719970703, 137.07965087890625, 78.88412475585938, 80.00044250488281, 67.90785217285156, 87.2590103149414, 77.35334777832031, 45.21239471435547, 63.97683334350586, 64.46825408935547]",1728.1527099609375,1378239.875,3967.578857421875,129.50729370117188,3838.071533203125,0.15749822556972504,0.05994710326194763,1.20607328414917,0.0,1.20607328414917,0.030766547049441786,0.002188325384089891,0.2604166666666667,0.0,0.2604166666666667
audio_song/Actor_01/03-02-01-01-02-02-01.wav,neutral,1,male,"[-680.8178100585938, 91.19669342041016, -9.70365047454834, 16.066226959228516, 3.3976330757141113, 9.190903663635254, -6.2554192543029785, -1.693353295326233, -10.938176155090332, -5.545119285583496, -14.250553131103516, -6.113471031188965]","[35983.453125, 8155.7822265625, 555.7839965820312, 621.796875, 108.64715576171875, 215.52987670898438, 162.4254913330078, 103.47509002685547, 243.23532104492188, 84.3221206665039, 296.4952392578125, 89.77213287353516]","[-412.1976623535156, 231.5222625732422, 52.27568817138672, 110.52932739257812, 42.150482177734375, 50.297088623046875, 21.275020599365234, 36.34975051879883, 10.504790306091309, 18.203166961669922, 15.718160629272461, 15.348773002624512]","[-880.0496215820312, -25.288742065429688, -65.6605224609375, -25.528602600097656, -31.43985366821289, -26.6885986328125, -42.69837188720703, -36.80914306640625, -52.9990348815918, -33.42405700683594, -63.662574768066406, -47.13362121582031]","[467.8519592285156, 256.8110046386719, 117.93621063232422, 136.05792236328125, 73.59033203125, 76.98568725585938, 63.973392486572266, 73.15888977050781, 63.50382614135742, 51.62722396850586, 79.3807373046875, 62.48239517211914]",1702.542236328125,1319501.25,3975.0,128.41921997070312,3846.580810546875,0.17982017993927002,0.06322579830884933,0.931685209274292,0.0,0.931685209274292,0.030517814009661838,0.0019917064434299804,0.240625,0.0,0.240625
audio_song/Actor_01/03-02-03-01-01-01-01.wav,happy,1,male,"[-637.8436279296875, 96.92973327636719, -11.216058731079102, 14.209083557128906, 2.626829147338867, 8.262564659118652, -7.035151958465576, -6.216625690460205, -7.921769618988037, -5.085771560668945, -13.866933822631836, -7.8425211906433105]","[31054.09765625, 7558.6220703125, 564.135498046875, 435.0390930175781, 192.2145233154297, 386.8808288574219, 195.8500518798828, 170.75047302246094, 115.29002380371094, 93.3019790649414, 258.16729736328125, 168.02867126464844]","[-379.8756408691406, 225.24884033203125, 57.2593879699707, 101.59245300292969, 45.358375549316406, 60.7037353515625, 35.20198059082031, 28.670698165893555, 8.949492454528809, 26.26837158203125, 15.598665237426758, 17.491430282592773]","[-835.0838623046875, -8.624044418334961, -69.04093933105469, -18.904924392700195, -44.657615661621094, -43.07820129394531, -54.31556701660156, -48.02861022949219, -44.12637710571289, -44.624202728271484, -59.31997299194336, -40.05879592895508]","[455.2082214355469, 233.8728790283203, 126.30032348632812, 120.49737548828125, 90.0159912109375, 103.78193664550781, 89.51754760742188, 76.69931030273438, 53.075870513916016, 70.892578125, 74.91864013671875, 57.55022430419922]",1688.2861328125,1304746.125,3975.0,127.08639526367188,3847.91357421875,0.31777212023735046,0.24707047641277313,3.2080249786376953,0.0,3.2080249786376953,0.032987627365356625,0.0013578093598970485,0.23229166666666667,0.0,0.23229166666666667
audio_song/Actor_01/03-02-03-01-01-02-01.wav,happy,1,male,"[-635.1917724609375, 103.21033477783203, -12.201803207397461, 13.35370922088623, 4.7489848136901855, 10.075156211853027, -6.8439621925354, -6.6479644775390625, -7.470545768737793, -5.661025047302246, -14.454543113708496, -8.421219825744629]","[26921.427734375, 7296.8603515625, 769.0419921875, 366.9547424316406, 221.2490997314453, 448.74462890625, 240.72422790527344, 192.55419921875, 119.17095947265625, 92.87132263183594, 213.42544555664062, 143.2516632080078]","[-402.41119384765625, 232.91966247558594, 66.5616226196289, 97.11170959472656, 53.54896545410156, 67.91039276123047, 39.734710693359375, 25.36034393310547, 15.316534042358398, 19.614826202392578, 12.499670028686523, 21.07132911682129]","[-841.6553955078125, -1.3170028924942017, -67.90186309814453, -18.301259994506836, -39.927146911621094, -45.256195068359375, -52.19084930419922, -50.44206619262695, -39.26343536376953, -38.94908905029297, -54.165306091308594, -46.4451789855957]","[439.24420166015625, 234.23666381835938, 134.46348571777344, 115.41297149658203, 93.47611236572266, 113.16658782958984, 91.9255599975586, 75.80241394042969, 54.57997131347656, 58.56391525268555, 66.66497802734375, 67.51651000976562]",1742.7646484375,1300906.125,3974.529052734375,126.4871826171875,3848.0419921875,0.2792094349861145,0.15990470349788666,1.5936754941940308,0.0,1.5936754941940308,0.059958612351190474,0.004879921499023091,0.30416666666666664,0.0,0.30416666666666664
audio_song/Actor_01/03-02-03-01-02-01-01.wav,happy,1,male,"[-648.8269653320312, 91.50745391845703, -13.506728172302246, 17.414644241333008, 1.7510087490081787, 8.020600318908691, -5.696110248565674, -4.782830715179443, -9.625367164611816, -5.215260028839111, -11.900476455688477, -8.372679710388184]","[33083.59765625, 7901.58056640625, 606.7941284179688, 622.3706665039062, 156.60195922851562, 338.8295593261719, 184.3546905517578, 194.64930725097656, 171.5673065185547, 84.22967529296875, 234.81130981445312, 158.75502014160156]","[-372.018310546875, 230.69224548339844, 57.52617645263672, 112.7336196899414, 31.21209716796875, 63.33080291748047, 32.929847717285156, 32.52178955078125, 8.880139350891113, 26.877016067504883, 17.535282135009766, 14.573505401611328]","[-850.0075073242188, -42.96479034423828, -80.9477310180664, -11.9571533203125, -35.570167541503906, -45.24011993408203, -52.759498596191406, -51.54933547973633, -56.75361633300781, -36.344337463378906, -58.63970947265625, -48.909549713134766]","[477.98919677734375, 273.65704345703125, 138.47390747070312, 124.6907730102539, 66.78226470947266, 108.5709228515625, 85.68934631347656, 84.07112121582031, 65.63375854492188, 63.221351623535156, 76.17498779296875, 63.483055114746094]",1744.07421875,1328034.625,3974.081298828125,126.78498840332031,3847.29638671875,0.2560952305793762,0.1344262957572937,1.6035795211791992,0.0,1.6035795211791992,0.03800163210445468,0.0025664051312648067,0.2604166666666667,0.0,0.2604166666666667
audio_song/Actor_01/03-02-03-01-02-02-01.wav,happy,1,male,"[-619.0580444335938, 90.71360778808594, -7.590795516967773, 13.620615005493164, 0.843533992767334, 6.141979217529297, -5.293704986572266, -6.257505893707275, -9.209317207336426, -4.791203498840332, -12.262848854064941, -7.170661449432373]","[27499.47265625, 7700.1982421875, 543.2678833007812, 507.31915283203125, 192.75714111328125, 304.93365478515625, 187.4463653564453, 166.76260375976562, 175.68521118164062, 81.04190063476562, 208.37136840820312, 137.99122619628906]","[-348.1923828125, 217.20773315429688, 57.41587829589844, 105.93515014648438, 44.804317474365234, 63.22478485107422, 38.05894470214844, 24.360267639160156, 17.15207290649414, 20.63605308532715, 13.123797416687012, 16.601604461669922]","[-796.29736328125, -37.25192642211914, -54.36101531982422, -16.307476043701172, -41.94721984863281, -40.32887268066406, -47.53814697265625, -48.34992980957031, -54.384971618652344, -33.431182861328125, -52.75493621826172, -39.66359329223633]","[448.10498046875, 254.45965576171875, 111.77689361572266, 122.24263000488281, 86.75154113769531, 103.55365753173828, 85.59709167480469, 72.71019744873047, 71.53704833984375, 54.067237854003906, 65.87873077392578, 56.26519775390625]",1685.229736328125,1321081.875,3972.37353515625,126.77721405029297,3845.596435546875,0.40934059023857117,0.49833929538726807,3.1492626667022705,0.0,3.1492626667022705,0.04289079822616408,0.0025602325702300437,0.2708333333333333,0.0,0.2708333333333333
audio_song/Actor_01/03-02-03-02-01-01-01.wav,happy,1,male,"[-555.4276123046875, 91.09010314941406, -11.10661792755127, 14.757216453552246, 0.654983639717102, 8.253528594970703, -6.696325778961182, -6.583034038543701, -8.330852508544922, -4.525259971618652, -11.20140266418457, -10.32960033416748]","[26200.736328125, 6929.3310546875, 666.9024047851562, 505.7142333984375, 321.5412292480469, 410.8336181640625, 235.3340301513672, 176.3210906982422, 111.36060333251953, 66.63800048828125, 208.41175842285156, 158.8462677001953]","[-275.4894714355469, 211.42808532714844, 70.14291381835938, 116.61833953857422, 57.23065185546875, 73.08299255371094, 28.997310638427734, 25.715587615966797, 15.93895149230957, 20.994300842285156, 12.157974243164062, 17.745561599731445]","[-739.6323852539062, -51.34675598144531, -80.68797302246094, -21.653610229492188, -49.959747314453125, -39.203460693359375, -51.252716064453125, -44.02791213989258, -39.423789978027344, -32.86023712158203, -54.94091033935547, -42.37622833251953]","[464.1429138183594, 262.77484130859375, 150.8308868408203, 138.27194213867188, 107.19039916992188, 112.28645324707031, 80.25003051757812, 69.74349975585938, 55.36273956298828, 53.85453796386719, 67.09888458251953, 60.121788024902344]",1725.0975341796875,1267916.0,3971.457763671875,127.48473358154297,3843.97314453125,1.219965934753418,4.382332801818848,10.386624336242676,0.0,10.386624336242676,0.04679106404958678,0.0022832996545668342,0.278125,0.0,0.278125
audio_song/Actor_01/03-02-03-02-01-02-01.wav,happy,1,male,"[-579.3745727539062, 95.1853256225586, -13.228652954101562, 16.367443084716797, 1.5095953941345215, 9.101283073425293, -9.061952590942383, -7.015991687774658, -8.01352310180664, -4.826844692230225, -14.042759895324707, -9.191018104553223]","[30952.701171875, 7147.7734375, 626.5748291015625, 473.3513488769531, 296.0107421875, 440.00006103515625, 273.5787353515625, 170.8217315673828, 128.283447265625, 79.9176254272461, 251.95855712890625, 147.96929931640625]","[-302.7162170410156, 215.5196533203125, 70.43693542480469, 112.20989990234375, 55.99955749511719, 69.34089660644531, 28.657695770263672, 24.132015228271484, 11.564191818237305, 19.410537719726562, 10.407744407653809, 10.15748405456543]","[-778.944580078125, -1.3077417612075806, -61.91914367675781, -23.219554901123047, -48.267112731933594, -38.023101806640625, -73.04166412353516, -55.61178207397461, -44.679325103759766, -43.974403381347656, -55.96504211425781, -45.91590881347656]","[476.2283630371094, 216.827392578125, 132.3560791015625, 135.42945861816406, 104.26667022705078, 107.36399841308594, 101.69935607910156, 79.7437973022461, 56.24351501464844, 63.38494110107422, 66.37278747558594, 56.073394775390625]",1718.65625,1290846.75,3969.79296875,125.58507537841797,3844.2080078125,0.7735559940338135,1.3983781337738037,8.813486099243164,0.0,8.813486099243164,0.040689968814968815,0.0016594752705638234,0.2635416666666667,0.0,0.2635416666666667
