relative path,emotion,actor,gender,mfcc_mean,mfcc_var,mfcc_max,mfcc_min,mfcc_range,pitch_mean,pitch_var,pitch_max,pitch_min,pitch_range,energy_mean,energy_var,energy_max,energy_min,energy_range,zcr_mean,zcr_var,zcr_max,zcr_min,zcr_range
03a01Fa.wav,happy,3,male,"[-476.2825927734375, 60.55793762207031, -1.4971792697906494, 24.798046112060547, 2.6023848056793213, 6.133798122406006, -12.268328666687012, 0.13401682674884796, -8.74719524383545, 1.4128084182739258, -9.04809856414795, 1.2259200811386108]","[20872.240234375, 3608.8369140625, 1337.262939453125, 676.4573364257812, 311.11260986328125, 337.8302307128906, 349.1271667480469, 134.35035705566406, 317.0711669921875, 314.3963623046875, 159.4892120361328, 141.40863037109375]","[-209.82945251464844, 160.47268676757812, 83.4658203125, 93.38713836669922, 39.07311248779297, 45.67293930053711, 22.65481948852539, 30.506317138671875, 29.937671661376953, 41.60554122924805, 25.50702667236328, 30.71155548095703]","[-749.9888305664062, -126.82112121582031, -96.15228271484375, -40.58527374267578, -54.18292236328125, -58.34307098388672, -56.68683624267578, -53.6522102355957, -47.456275939941406, -43.93333435058594, -41.81743621826172, -26.345783233642578]","[540.1593627929688, 287.2938232421875, 179.61810302734375, 133.972412109375, 93.25603485107422, 104.01600646972656, 79.34165954589844, 84.15852355957031, 77.39395141601562, 85.53887939453125, 67.324462890625, 57.05733871459961]",1539.7857666015625,1279506.875,3972.1669921875,132.36683654785156,3839.800048828125,2.166383981704712,24.651691436767578,30.254215240478516,0.00016287993639707565,30.254053115844727,0.1261513157894737,0.02124302068905817,0.684375,0.0,0.684375
03a01Nc.wav,neutral,3,male,"[-461.3014221191406, 85.05967712402344, -6.587828636169434, 27.50765609741211, 5.052039623260498, 6.520359992980957, -6.467320442199707, -8.785264015197754, -3.0788846015930176, 6.867629051208496, -2.8627617359161377, 3.5048413276672363]","[23533.232421875, 4805.79296875, 1166.251953125, 631.3504638671875, 283.484619140625, 171.41555786132812, 362.3266296386719, 312.09814453125, 295.04620361328125, 236.08580017089844, 201.49195861816406, 133.79115295410156]","[-188.38414001464844, 191.10333251953125, 63.865806579589844, 101.16365051269531, 37.730979919433594, 40.71305847167969, 61.98566818237305, 29.408721923828125, 27.73343276977539, 54.344581604003906, 52.320045471191406, 32.32925033569336]","[-708.9325561523438, -147.70738220214844, -89.38720703125, -17.126998901367188, -39.529666900634766, -24.176212310791016, -42.4429931640625, -65.61096954345703, -62.089149475097656, -35.511314392089844, -49.032371520996094, -30.625707626342773]","[520.5484008789062, 338.81072998046875, 153.25302124023438, 118.2906494140625, 77.26065063476562, 64.88926696777344, 104.42866516113281, 95.01969146728516, 89.82258605957031, 89.85589599609375, 101.3524169921875, 62.9549560546875]",1418.6168212890625,1298535.875,3957.528564453125,126.7726058959961,3830.755859375,4.997203350067139,65.10977935791016,43.82572937011719,1.0225921869277954e-06,43.82572937011719,0.08782793209876544,0.014144315203594156,0.571875,0.0,0.571875
03a01Wa.wav,angry,3,male,"[-430.05126953125, 38.84988021850586, -28.994081497192383, 17.62926483154297, -3.9057204723358154, 4.776247024536133, -10.51373291015625, -8.835376739501953, -10.228827476501465, -2.4981842041015625, -8.201523780822754, -0.67347252368927]","[27126.935546875, 3134.8232421875, 2155.492431640625, 698.604248046875, 392.7632141113281, 432.23968505859375, 321.4320983886719, 255.14183044433594, 377.1211853027344, 287.79339599609375, 156.49526977539062, 149.25828552246094]","[-205.04452514648438, 137.4835205078125, 51.94640350341797, 94.57081604003906, 33.832576751708984, 48.705604553222656, 20.17644500732422, 24.695690155029297, 32.46183395385742, 54.26598358154297, 33.352298736572266, 27.057762145996094]","[-719.6165771484375, -140.5517578125, -139.33773803710938, -39.336891174316406, -67.67149353027344, -49.624176025390625, -62.37330627441406, -52.33989715576172, -67.04998779296875, -54.38348388671875, -48.40644073486328, -40.788604736328125]","[514.572021484375, 278.0352783203125, 191.28414916992188, 133.90771484375, 101.50407409667969, 98.32978057861328, 82.54975128173828, 77.03558349609375, 99.51182556152344, 108.64946746826172, 81.75874328613281, 67.84636688232422]",1784.921875,1289987.25,3971.635986328125,127.40657043457031,3844.2294921875,5.187374114990234,82.30571746826172,49.8600959777832,4.077702760696411e-05,49.86005401611328,0.15997340425531914,0.018986198594528065,0.63125,0.00625,0.625
03a02Fc.wav,happy,3,male,"[-450.5470275878906, 42.43940353393555, -2.2278552055358887, 12.805700302124023, 1.5942862033843994, 3.932507038116455, -9.19815444946289, -5.996045112609863, -15.05981159210205, -6.309991836547852, -8.205008506774902, -3.6926865577697754]","[19307.771484375, 1781.981201171875, 838.9043579101562, 865.1661376953125, 411.8199157714844, 464.458251953125, 374.61224365234375, 198.7586669921875, 314.49713134765625, 240.63238525390625, 126.43724822998047, 175.20428466796875]","[-202.6273956298828, 132.32931518554688, 55.5910530090332, 71.22738647460938, 46.30371856689453, 62.60322570800781, 39.51559066772461, 27.309146881103516, 22.627811431884766, 38.34086990356445, 21.0601863861084, 33.62882995605469]","[-701.7592163085938, -79.71353149414062, -79.002197265625, -60.528533935546875, -69.85884857177734, -43.719017028808594, -59.08710861206055, -55.19849395751953, -54.05712890625, -40.513851165771484, -37.71430969238281, -30.38241195678711]","[499.1318359375, 212.0428466796875, 134.59324645996094, 131.75592041015625, 116.16256713867188, 106.3222427368164, 98.60269927978516, 82.50764465332031, 76.6849365234375, 78.85472106933594, 58.774497985839844, 64.01124572753906]",1637.607177734375,1378381.25,3972.66845703125,125.58619689941406,3847.082275390625,4.949463367462158,76.797607421875,59.71733856201172,3.8607046008110046e-05,59.71730041503906,0.1349968905472637,0.020955769968565126,0.7875,0.0,0.7875
03a02Nc.wav,neutral,3,male,"[-439.3544616699219, 82.30998992919922, 4.887402057647705, 36.37977981567383, 8.029263496398926, 7.889745235443115, -3.975989818572998, -8.23277759552002, -7.20499849319458, 1.5096418857574463, -4.935513973236084, 2.355473041534424]","[21669.779296875, 4125.65380859375, 1236.385498046875, 1289.64599609375, 411.75439453125, 271.98974609375, 363.3026123046875, 239.2653045654297, 219.797607421875, 184.97752380371094, 153.60845947265625, 109.03582000732422]","[-227.2633056640625, 192.4296112060547, 88.2843246459961, 130.72640991210938, 60.92572784423828, 50.127113342285156, 47.05051803588867, 28.401588439941406, 25.11716651916504, 43.822242736816406, 24.615022659301758, 27.2978515625]","[-697.0213623046875, -81.90870666503906, -78.71153259277344, -36.53699493408203, -44.22651290893555, -40.0872802734375, -52.80772399902344, -47.307594299316406, -40.16481399536133, -25.261600494384766, -33.48637008666992, -30.45025634765625]","[469.758056640625, 274.33831787109375, 166.995849609375, 167.26339721679688, 105.15223693847656, 90.21439361572266, 99.85824584960938, 75.70918273925781, 65.281982421875, 69.08384704589844, 58.10139465332031, 57.74810791015625]",1434.8251953125,1426116.125,3971.894287109375,125.96941375732422,3845.9248046875,7.727986812591553,134.94110107421875,51.637298583984375,0.00011484790593385696,51.637184143066406,0.08559027777777778,0.013055299358603396,0.63125,0.0,0.63125
03a02Ta.wav,sad,3,male,"[-443.6236877441406, 68.3292465209961, 12.335328102111816, 31.333515167236328, 4.117560386657715, 14.527186393737793, -2.103024959564209, -1.9485734701156616, -6.80763053894043, -0.46842116117477417, 1.2500088214874268, -1.9226993322372437]","[18462.1328125, 4939.298828125, 572.6448364257812, 1281.0198974609375, 390.7095031738281, 138.48008728027344, 301.37127685546875, 133.53363037109375, 186.37454223632812, 156.37271118164062, 110.14045715332031, 117.66178131103516]","[-232.96173095703125, 190.2030029296875, 53.80054473876953, 129.26992797851562, 46.136207580566406, 48.24225616455078, 62.10655212402344, 27.588380813598633, 22.932287216186523, 36.52240753173828, 26.011140823364258, 26.038549423217773]","[-712.136474609375, -137.24166870117188, -61.49285125732422, -30.319564819335938, -42.715293884277344, -20.011442184448242, -47.57640075683594, -31.397939682006836, -33.972503662109375, -26.096092224121094, -33.96574401855469, -27.661277770996094]","[479.17474365234375, 327.4446716308594, 115.29339599609375, 159.58949279785156, 88.85150146484375, 68.25370025634766, 109.68295288085938, 58.98632049560547, 56.90479278564453, 62.618499755859375, 59.97688293457031, 53.6998291015625]",1597.080078125,1511828.5,3970.6240234375,129.54434204101562,3841.07958984375,4.951931476593018,55.59700393676758,31.476665496826172,0.0001377630978822708,31.47652816772461,0.13845186781609198,0.033233929166769885,0.709375,0.0,0.709375
03a02Wb.wav,angry,3,male,"[-430.26715087890625, 27.244733810424805, -8.985594749450684, 22.857505798339844, 0.9272760152816772, 8.225727081298828, -4.527324676513672, -7.640758991241455, -22.173168182373047, -3.2481701374053955, -6.778048038482666, -3.684748649597168]","[22707.681640625, 3026.93798828125, 1435.8031005859375, 1126.6181640625, 638.3109741210938, 446.9583435058594, 216.7455596923828, 200.46009826660156, 412.3155822753906, 216.72784423828125, 213.91090393066406, 111.42906188964844]","[-193.50933837890625, 141.42315673828125, 66.1087646484375, 99.40494537353516, 56.572410583496094, 59.03535079956055, 22.971078872680664, 23.3525333404541, 27.057519912719727, 47.85527801513672, 21.267213821411133, 27.082157135009766]","[-731.2970581054688, -138.70513916015625, -109.31986236572266, -66.41053771972656, -66.31712341308594, -50.41563415527344, -48.52949523925781, -41.859527587890625, -71.181640625, -37.74180221557617, -49.646976470947266, -28.475936889648438]","[537.7877197265625, 280.1282958984375, 175.42861938476562, 165.81549072265625, 122.88953399658203, 109.45098876953125, 71.50057220458984, 65.2120590209961, 98.2391586303711, 85.59707641601562, 70.91419219970703, 55.5580940246582]",1794.787841796875,1347270.125,3973.27978515625,126.51033020019531,3846.76953125,3.455728054046631,37.23705291748047,44.06624221801758,4.881061613559723e-05,44.066192626953125,0.173606220657277,0.028579015785833935,0.771875,0.0,0.771875
03a02Wc.wav,angry,3,male,"[-461.7310485839844, 35.191829681396484, -27.85251235961914, 18.721445083618164, -3.4866867065429688, 4.463443756103516, -11.603318214416504, -10.734170913696289, -19.921308517456055, -7.282548904418945, -2.079106330871582, -3.4532625675201416]","[23248.26953125, 2213.497314453125, 1794.83203125, 675.7318725585938, 740.021484375, 587.485595703125, 310.8548583984375, 180.02044677734375, 246.50393676757812, 190.946533203125, 93.56666564941406, 87.44184875488281]","[-197.6739044189453, 121.24813842773438, 55.15542221069336, 72.41626739501953, 58.507972717285156, 56.08359909057617, 17.860048294067383, 16.300647735595703, 12.098159790039062, 31.115257263183594, 23.876802444458008, 20.240829467773438]","[-746.7506103515625, -137.03602600097656, -133.976318359375, -46.36895751953125, -70.83412170410156, -51.90118408203125, -64.08735656738281, -46.54023742675781, -54.359474182128906, -38.74827575683594, -27.29330825805664, -29.928565979003906]","[549.0767211914062, 258.2841796875, 189.13174438476562, 118.78522491455078, 129.34210205078125, 107.98478698730469, 81.94740295410156, 62.840885162353516, 66.45763397216797, 69.86353302001953, 51.17011260986328, 50.169395446777344]",1728.061767578125,1232424.75,3962.271728515625,141.4275665283203,3820.84423828125,3.2241947650909424,67.30192565917969,60.82395935058594,1.4085322618484497e-05,60.823944091796875,0.16520833333333335,0.018684071180555553,0.765625,0.00625,0.759375
03a04Fd.wav,happy,3,male,"[-474.2345275878906, 54.46097946166992, -10.445029258728027, 12.400012969970703, -0.4895414412021637, 3.0291271209716797, -9.229864120483398, -2.307058811187744, -7.166661262512207, -0.20617778599262238, -4.393884181976318, -2.2628278732299805]","[22378.353515625, 3012.784912109375, 1837.4117431640625, 1053.7962646484375, 364.7824401855469, 391.7257385253906, 389.6871337890625, 182.06654357910156, 214.57766723632812, 175.4431915283203, 171.63307189941406, 119.43983459472656]","[-161.9962615966797, 148.62997436523438, 67.05126953125, 100.97412109375, 37.62400436401367, 59.48584747314453, 19.556568145751953, 29.693578720092773, 43.07661056518555, 32.94987106323242, 20.985454559326172, 24.390405654907227]","[-702.1688232421875, -86.1312026977539, -109.23092651367188, -63.933509826660156, -67.76243591308594, -48.59595489501953, -66.56298828125, -37.368534088134766, -52.4183349609375, -31.210468292236328, -40.137569427490234, -30.274028778076172]","[540.1725463867188, 234.76116943359375, 176.28219604492188, 164.90762329101562, 105.38644409179688, 108.08180236816406, 86.11955261230469, 67.0621109008789, 95.49494934082031, 64.16033935546875, 61.123023986816406, 54.66443634033203]",1571.193359375,1187846.75,3963.81298828125,126.55565643310547,3837.25732421875,4.588842391967773,114.34458923339844,54.222625732421875,4.503317177295685e-05,54.22257995605469,0.14643382352941176,0.03165708937067473,0.796875,0.0,0.796875
03a04Nc.wav,neutral,3,male,"[-426.5537414550781, 90.8294906616211, -4.809792518615723, 24.714282989501953, -0.43455204367637634, 6.680057048797607, -1.479311227798462, -6.339854717254639, -10.779242515563965, 4.219877243041992, -3.9707863330841064, 1.2885037660598755]","[19606.8515625, 4645.6416015625, 1470.0821533203125, 836.3369750976562, 327.0687561035156, 180.73626708984375, 408.9079284667969, 324.36163330078125, 286.19525146484375, 263.938720703125, 159.4832305908203, 155.15451049804688]","[-182.1439971923828, 182.13705444335938, 71.91777038574219, 111.4459228515625, 52.906097412109375, 39.98353958129883, 43.443058013916016, 34.679039001464844, 31.791885375976562, 45.517967224121094, 26.729169845581055, 28.407669067382812]","[-695.6912841796875, -93.89469909667969, -91.08294677734375, -25.32766342163086, -56.06109619140625, -29.577346801757812, -49.19193649291992, -50.35963821411133, -56.957115173339844, -36.15333557128906, -40.602874755859375, -29.439979553222656]","[513.5473022460938, 276.03173828125, 163.00071716308594, 136.77359008789062, 108.96719360351562, 69.56088256835938, 92.63499450683594, 85.03868103027344, 88.7490005493164, 81.67130279541016, 67.33204650878906, 57.84764862060547]",1285.19677734375,1165083.625,3969.046875,126.31888580322266,3842.72802734375,5.632275104522705,97.30291748046875,53.88727951049805,1.8234364688396454e-05,53.88726043701172,0.1053343949044586,0.018303799406162516,0.665625,0.0,0.665625
