relative path,actor,word,emotion,gender,mfcc_mean,mfcc_var,mfcc_max,mfcc_min,mfcc_range,pitch_mean,pitch_var,pitch_max,pitch_min,pitch_range,energy_mean,energy_var,energy_max,energy_min,energy_range,zcr_mean,zcr_var,zcr_max,zcr_min,zcr_range
dataverse_files/YAF_wire_happy.wav,YAF,wire,happy,female,"[-429.7085266113281, 70.34551239013672, -19.04152488708496, 19.750673294067383, -7.315157413482666, -13.87904167175293, -7.596493244171143, -17.380332946777344, -6.05147647857666, -0.9554993510246277, -22.569490432739258, 8.246230125427246]","[14062.0712890625, 3825.97802734375, 1787.77490234375, 652.1634521484375, 772.5059814453125, 321.7869567871094, 482.6844177246094, 263.1210632324219, 354.1013488769531, 116.78667449951172, 262.6760559082031, 285.7939758300781]","[-259.6947021484375, 147.07290649414062, 79.8634033203125, 69.37059020996094, 58.124794006347656, 29.044933319091797, 48.01348876953125, 21.64346694946289, 35.2786865234375, 25.100292205810547, 7.863094329833984, 47.24156951904297]","[-709.9171752929688, -94.14694213867188, -85.61442565917969, -28.41168212890625, -76.55963897705078, -54.12879943847656, -48.64249801635742, -54.107627868652344, -50.161102294921875, -25.558937072753906, -66.71156311035156, -22.243099212646484]","[450.22247314453125, 241.2198486328125, 165.4778289794922, 97.78227233886719, 134.68443298339844, 83.17373657226562, 96.65599060058594, 75.7510986328125, 85.43978881835938, 50.65922927856445, 74.57466125488281, 69.48466491699219]",1395.3951416015625,994880.5625,3969.125732421875,158.0312957763672,3811.094482421875,4.640749931335449,34.46546936035156,24.140605926513672,0.0006793197244405746,24.13992691040039,0.15149156683480453,0.04843748219946656,0.8176229508196722,0.01639344262295082,0.8012295081967213
dataverse_files/OAF_bought_happy.wav,OAF,bought,happy,female,"[-583.7571411132812, 93.32183074951172, 28.11747169494629, -0.30027568340301514, 1.1010042428970337, 7.22104549407959, -7.589793682098389, 2.467392921447754, -12.056291580200195, -9.859197616577148, -4.895070552825928, -9.556111335754395]","[10709.1025390625, 5318.86767578125, 1222.384521484375, 1052.9010009765625, 689.9425048828125, 398.5527648925781, 384.0354919433594, 227.50990295410156, 337.074951171875, 183.71653747558594, 218.44754028320312, 153.2244873046875]","[-417.007080078125, 190.59881591796875, 94.37324523925781, 62.769386291503906, 52.391319274902344, 43.08146667480469, 25.666051864624023, 32.5023193359375, 30.759689331054688, 25.046415328979492, 29.051929473876953, 14.563482284545898]","[-831.9284057617188, -91.87706756591797, -51.776222229003906, -70.8707275390625, -59.49658966064453, -40.761077880859375, -60.097999572753906, -40.23223876953125, -50.909088134765625, -45.25617980957031, -52.43244552612305, -40.75255584716797]","[414.92132568359375, 282.47589111328125, 146.14947509765625, 133.64010620117188, 111.88790893554688, 83.84254455566406, 85.76405334472656, 72.73455810546875, 81.66877746582031, 70.30259704589844, 81.484375, 55.3160400390625]",1014.8372192382812,794714.9375,3966.37353515625,140.70681762695312,3825.666748046875,0.2827143371105194,0.1899995654821396,2.518582582473755,4.973355680704117e-05,2.5185327529907227,0.09779143897996358,0.025167688250038983,0.6004098360655737,0.0,0.6004098360655737
dataverse_files/OAF_fit_neutral.wav,OAF,fit,neutral,female,"[-635.1611328125, 83.3139877319336, 30.458065032958984, 17.06285285949707, 19.762651443481445, 10.7723970413208, -4.425368785858154, -6.9217329025268555, -11.62271785736084, -0.04086858406662941, -5.13681697845459, -1.4919521808624268]","[8573.361328125, 7724.97216796875, 436.9947509765625, 619.912841796875, 372.8994445800781, 297.6737976074219, 417.6318664550781, 337.0310974121094, 313.4056701660156, 218.28028869628906, 166.30532836914062, 112.76302337646484]","[-504.58648681640625, 196.82272338867188, 89.92767333984375, 57.270545959472656, 65.96001434326172, 50.22618865966797, 30.24028778076172, 25.23874282836914, 25.40586280822754, 33.20750427246094, 25.157974243164062, 22.117277145385742]","[-917.1286010742188, -91.93433380126953, -7.520593166351318, -47.59973907470703, -30.708419799804688, -18.667417526245117, -53.49412536621094, -62.579071044921875, -51.77141571044922, -30.353839874267578, -52.25360870361328, -35.61532211303711]","[412.5421142578125, 288.7570495605469, 97.4482650756836, 104.87028503417969, 96.6684341430664, 68.89360809326172, 83.73441314697266, 87.81781005859375, 77.17727661132812, 63.561344146728516, 77.41158294677734, 57.73259735107422]",1301.9459228515625,1394142.25,3976.8310546875,161.17710876464844,3815.654052734375,0.0531766414642334,0.002829979872331023,0.21753574907779694,2.27196142077446e-05,0.21751302480697632,0.12256728324712897,0.02845441577966445,0.6311475409836066,0.0,0.6311475409836066
dataverse_files/OAF_join_neutral.wav,OAF,join,neutral,female,"[-661.380859375, 103.08592987060547, 34.81656265258789, 18.793495178222656, 14.320533752441406, 10.418989181518555, -0.16151829063892365, -2.580432415008545, -8.515524864196777, -5.514947414398193, -3.7878706455230713, -0.821769654750824]","[13895.0576171875, 6727.88232421875, 616.7060546875, 813.4048461914062, 584.7335815429688, 396.3113098144531, 356.1220703125, 367.52471923828125, 327.2921447753906, 242.3378448486328, 155.39678955078125, 110.23638916015625]","[-501.9566955566406, 210.2906951904297, 91.65968322753906, 83.8695068359375, 60.81668472290039, 52.02393341064453, 36.8233642578125, 32.501007080078125, 25.188247680664062, 31.16199493408203, 24.693374633789062, 20.357425689697266]","[-909.7962036132812, -90.98445129394531, -38.90997314453125, -61.08262252807617, -38.235286712646484, -39.18356704711914, -39.191139221191406, -64.67366027832031, -53.68605041503906, -42.06952667236328, -42.41020965576172, -34.118228912353516]","[407.8395080566406, 301.275146484375, 130.5696563720703, 144.95213317871094, 99.05197143554688, 91.20750427246094, 76.0145034790039, 97.17466735839844, 78.87429809570312, 73.23152160644531, 67.10358428955078, 54.47565460205078]",1235.1175537109375,1393842.0,3975.805908203125,157.739990234375,3818.06591796875,0.056880299001932144,0.0033218725584447384,0.35393375158309937,4.537403583526611e-06,0.35392922163009644,0.0818306010928962,0.018898817522171457,0.5819672131147541,0.0,0.5819672131147541
dataverse_files/YAF_hall_happy.wav,YAF,hall,happy,female,"[-410.03607177734375, 62.439064025878906, -16.91244888305664, 15.640945434570312, -23.422168731689453, -3.4498283863067627, 1.1854102611541748, -17.734832763671875, -5.579341888427734, -5.461660861968994, -16.159456253051758, 12.321211814880371]","[10507.4013671875, 4358.3876953125, 1839.4718017578125, 760.6049194335938, 1123.051513671875, 446.2189025878906, 604.7510375976562, 363.7967529296875, 222.58358764648438, 160.65892028808594, 324.4173278808594, 228.33750915527344]","[-251.2130584716797, 155.77224731445312, 67.35366821289062, 96.6947021484375, 43.74856948852539, 45.605323791503906, 42.52444839477539, 20.101268768310547, 26.186023712158203, 25.100303649902344, 34.83281707763672, 47.37854766845703]","[-632.708984375, -118.23536682128906, -81.16729736328125, -35.01637268066406, -101.58157348632812, -63.65401840209961, -48.573394775390625, -64.3404769897461, -54.66139602661133, -41.665496826171875, -52.86479949951172, -21.90599250793457]","[381.49591064453125, 274.00762939453125, 148.52096557617188, 131.71107482910156, 145.33013916015625, 109.25933837890625, 91.09783935546875, 84.44174194335938, 80.84741973876953, 66.76580047607422, 87.69761657714844, 69.28453826904297]",1411.861083984375,1000797.6875,3968.767333984375,131.42730712890625,3837.340087890625,5.383335113525391,52.94624710083008,33.49248123168945,0.006843165494501591,33.48563766479492,0.18317336277924065,0.055530947420898646,0.8360655737704918,0.014344262295081968,0.8217213114754098
dataverse_files/YAF_hurl_neutral.wav,YAF,hurl,neutral,female,"[-544.8359985351562, 113.880859375, 22.6107234954834, 12.302117347717285, -2.802809715270996, 2.4673867225646973, 0.417188435792923, -20.846216201782227, -3.8693063259124756, 0.7727771997451782, -12.861202239990234, 9.006046295166016]","[9446.9794921875, 6888.8837890625, 863.2968139648438, 1180.812744140625, 383.90478515625, 853.4398803710938, 221.17034912109375, 541.2017211914062, 186.70330810546875, 157.67897033691406, 109.2827377319336, 127.10231018066406]","[-378.73809814453125, 206.21255493164062, 85.51939392089844, 84.73666381835938, 54.374755859375, 51.04705047607422, 31.952796936035156, 24.446435928344727, 29.538997650146484, 33.569610595703125, 11.632726669311523, 32.43442153930664]","[-769.699462890625, -135.88580322265625, -30.126789093017578, -59.991607666015625, -46.2519645690918, -61.21245574951172, -29.71665382385254, -70.62421417236328, -39.745460510253906, -30.414081573486328, -40.51114273071289, -18.100276947021484]","[390.96136474609375, 342.0983581542969, 115.64617919921875, 144.728271484375, 100.62672424316406, 112.25950622558594, 61.66944885253906, 95.07064819335938, 69.28445434570312, 63.98369216918945, 52.14386749267578, 50.534698486328125]",1053.1573486328125,824947.25,3960.359375,158.11676025390625,3802.24267578125,0.3108922839164734,0.060174569487571716,0.8781245946884155,0.0003672027960419655,0.8777573704719543,0.10089026590320808,0.02946481321505373,0.7090163934426229,0.0,0.7090163934426229
dataverse_files/OAF_king_angry.wav,OAF,king,angry,female,"[-545.2767333984375, 71.49044799804688, 10.213055610656738, 11.82708740234375, 8.367003440856934, 5.5915446281433105, -19.76921272277832, -1.7893437147140503, -9.940141677856445, -10.462045669555664, -7.206857204437256, -1.3251959085464478]","[16014.1328125, 3266.537109375, 783.0670776367188, 609.6030883789062, 573.4013671875, 326.62481689453125, 753.3319091796875, 376.26397705078125, 267.45947265625, 312.1651611328125, 167.5178680419922, 100.71199035644531]","[-376.33221435546875, 148.2388916015625, 69.28459930419922, 70.8848876953125, 75.68696594238281, 45.20945739746094, 27.692909240722656, 32.402732849121094, 21.552383422851562, 24.234130859375, 17.59963607788086, 20.529067993164062]","[-787.9154052734375, -66.89013671875, -60.36700439453125, -48.897911071777344, -39.04804229736328, -44.60667037963867, -76.46568298339844, -54.38006591796875, -47.250022888183594, -51.882965087890625, -46.78241729736328, -29.693126678466797]","[411.58319091796875, 215.1290283203125, 129.651611328125, 119.78279876708984, 114.7350082397461, 89.81613159179688, 104.1585922241211, 86.78279876708984, 68.80240631103516, 76.11709594726562, 64.38204956054688, 50.22219467163086]",1440.7933349609375,1190356.375,3949.89697265625,154.60882568359375,3795.2880859375,0.8505106568336487,2.512523651123047,8.71860408782959,0.00011925492435693741,8.718484878540039,0.0951580445666045,0.014834004973299487,0.5245901639344263,0.0,0.5245901639344263
dataverse_files/OAF_rot_angry.wav,OAF,rot,angry,female,"[-520.2006225585938, 88.04234313964844, 8.468793869018555, -8.619975090026855, -16.14200782775879, 8.006848335266113, -17.439064025878906, -2.0289907455444336, -15.737921714782715, -5.605782508850098, -7.920670986175537, 1.5522667169570923]","[8066.7099609375, 3117.186767578125, 1080.1396484375, 1061.6148681640625, 437.1996765136719, 421.0697021484375, 662.048095703125, 298.42071533203125, 263.7784118652344, 241.4127960205078, 127.35442352294922, 111.62689971923828]","[-372.1400451660156, 178.78787231445312, 70.4892349243164, 56.93571472167969, 21.681903839111328, 58.834129333496094, 20.488134384155273, 26.82354736328125, 14.575098037719727, 33.291385650634766, 17.511516571044922, 32.86808776855469]","[-716.1516723632812, -69.58499908447266, -56.40473937988281, -86.20672607421875, -57.930625915527344, -36.383331298828125, -78.28842163085938, -49.50922393798828, -57.358070373535156, -45.56114196777344, -32.92824935913086, -17.848552703857422]","[344.0116271972656, 248.37286376953125, 126.89397430419922, 143.14244079589844, 79.61253356933594, 95.21746063232422, 98.77655792236328, 76.33277130126953, 71.93316650390625, 78.85252380371094, 50.43976593017578, 50.71664047241211]",1130.9910888671875,777381.4375,3938.945068359375,158.95169067382812,3779.993408203125,0.6537553071975708,1.099413514137268,6.423868179321289,9.915791451931e-06,6.423858165740967,0.08887205987170349,0.007896457002203304,0.430327868852459,0.01639344262295082,0.41393442622950816
dataverse_files/OAF_gaze_sad.wav,OAF,gaze,sad,female,"[-621.2824096679688, 83.46936798095703, 35.8716926574707, 25.795886993408203, 23.937023162841797, 10.984195709228516, -2.9728569984436035, -6.414169788360596, -14.595281600952148, 1.3821847438812256, -9.693526268005371, -1.5225532054901123]","[10355.822265625, 5817.552734375, 581.45849609375, 499.40325927734375, 522.3367309570312, 218.057861328125, 437.50872802734375, 345.9443054199219, 286.88323974609375, 227.42425537109375, 165.244873046875, 129.30650329589844]","[-461.7677307128906, 188.3436279296875, 101.27037811279297, 85.39364624023438, 81.19886016845703, 47.21766662597656, 42.89876937866211, 28.332294464111328, 16.54155731201172, 47.341278076171875, 28.467803955078125, 26.454654693603516]","[-838.1812744140625, -84.59747314453125, -43.22358703613281, -36.685386657714844, -29.754901885986328, -33.57478332519531, -54.815704345703125, -64.35545349121094, -50.59052276611328, -36.041893005371094, -41.67042922973633, -36.794395446777344]","[376.4135437011719, 272.94110107421875, 144.49395751953125, 122.07903289794922, 110.95376586914062, 80.79244995117188, 97.7144775390625, 92.687744140625, 67.132080078125, 83.38317108154297, 70.13822937011719, 63.24905014038086]",1320.961669921875,1721172.0,3975.6923828125,131.555419921875,3844.136962890625,0.18500001728534698,0.06935738027095795,1.4314565658569336,0.00029708072543144226,1.431159496307373,0.09754235889536801,0.025677564776466134,0.5799180327868853,0.0,0.5799180327868853
dataverse_files/YAF_dog_neutral.wav,YAF,dog,neutral,female,"[-519.1331176757812, 83.45838928222656, 7.555581092834473, 16.708105087280273, -5.000068664550781, -10.604630470275879, 4.331239223480225, -10.681014060974121, -10.96367073059082, 6.418105602264404, -14.994763374328613, 8.140413284301758]","[17847.23046875, 7195.23291015625, 1661.18603515625, 962.1358032226562, 729.2514038085938, 796.3025512695312, 384.0757141113281, 347.2765197753906, 192.16212463378906, 163.6893768310547, 271.3489074707031, 135.63658142089844]","[-330.2451477050781, 186.02676391601562, 93.7725830078125, 82.826904296875, 51.517982482910156, 32.189842224121094, 52.373008728027344, 28.265605926513672, 24.16163444519043, 41.02482604980469, 24.439437866210938, 30.678909301757812]","[-810.68994140625, -127.04896545410156, -54.41857147216797, -34.38162612915039, -63.92176818847656, -82.41340637207031, -36.62256622314453, -60.71268844604492, -42.353675842285156, -23.276809692382812, -55.05921173095703, -29.953704833984375]","[480.4447937011719, 313.07574462890625, 148.191162109375, 117.20852661132812, 115.43975067138672, 114.6032485961914, 88.99557495117188, 88.9782943725586, 66.51531219482422, 64.3016357421875, 79.49864959716797, 60.63261413574219]",1302.584716796875,1158185.125,3972.161376953125,142.2240447998047,3829.937255859375,0.8455589413642883,0.815222978591919,2.737855911254883,2.8745271265506744e-05,2.7378270626068115,0.14044766708701134,0.042456895221175794,0.7602459016393442,0.0,0.7602459016393442
